name,age,location,occupation,political_leaning,support_level,impact_on_housing,impact_on_transport,impact_on_community,key_concerns,suggested_improvements,sentiment_score,key_themes
Rachel,50,Tamarama,Artist,Liberal,2,0,2,3,"Increased street parking congestion, potential for reduced safety on streets due to more cars looking for parking, impact on noise levels","Enhance public transport options, introduce resident parking permits, mandate a minimum number of bike parking spots in new developments",0.2761904761904762,"['housing vs. parking', 'impact on local transportation', 'public transport improvements', 'dedicated parking zones for locals', 'concerns of residents/workers']"
Ryan,32,Dover Heights,HR manager,Labor,3,0,2,3,"Increased street parking congestion, insufficient public transport infrastructure, potential for decreased accessibility","Enhance public transport services and infrastructure, invest in cycling paths, enforce car share schemes, develop more green community spaces",0.16647727272727272,"['reducing car ownership', 'sustainable living', 'housing crisis', 'street parking congestion', 'public transport and cycling infrastructure']"
Regina,70,Waverley,Artist,Teal Independent,3,0,2,3,"Increased traffic congestion, Insufficient public transport options, Potential for noise pollution","Enhance public transport services and frequency, Implement strict noise control regulations, Provide incentives for developments including green spaces or community amenities",0.18571428571428572,"['sustainable urban development', 'public transport solutions', 'noise control measures', 'housing over parking spaces', 'community quality of life']"
Samantha,79,Randwick,Hospitality worker,Liberal,2,0,2,2,"Increased congestion, Reduced parking availability, Impact on heritage areas, Overdevelopment","Implement strict development guidelines, Enhance public transport and non-car mobility options, Ensure a percentage of any new development is allocated to affordable housing, Protect heritage sites and maintain urban character",0.21354166666666666,"['preserving suburban character', 'concerns over congestion and parking', 'need for affordable housing', 'impact on urban heritage', 'importance of alternative transport and development controls']"
Bruce,74,North Bondi,Delivery driver,Centre,3,0,2,3,"Increased traffic, Parking availability, Pressure on public transport","Developer contributions to public transport enhancements, Investment in bike lanes, Mandatory car-sharing facilities in new developments",0.23333333333333334,"['sustainable transport', 'housing pressure', 'traffic and parking concerns', 'developer contributions to transport', 'cautious support for policy']"
Christopher,86,Bondi Beach,Consultant,Centre,2,0,2,2,"Increased congestion, Reduced accessibility for older residents, Potential decline in property values","Enhance public transport options, Implement resident-only parking zones, Provide incentives for developers to include green spaces or community facilities",0.06179653679653679,"[""Bondi's transformation"", 'housing needs vs. parking concerns', 'potential for improved public transport and mobility solutions']"
James,60,Bronte,Designer,Centre,3,0,3,2,"Overdevelopment, Infrastructure strain, Loss of heritage character, Developer accountability","Strict development guidelines, Infrastructure upgrades, Mandatory community spaces, Enhanced public transport services",0.23333333333333334,"['housing needs vs. infrastructure', 'heritage protection', 'developer accountability', 'public transport options', 'community character']"
Cody,24,North Bondi,Engineer,Teal Independent,3,0,2,3,"parking availability for current residents, impact on local traffic, potential increase in noise from more congested streets","improved public transport services, designated parking areas for residents, development of community green spaces to offset increased density",0.16746632996632999,"['developer accountability', 'impact of noise', 'parking congestion', 'public transport services', 'resident parking solutions']"
Amy,41,North Bondi,Student,Labor,4,0,3,3,"Existing parking availability for current residents, potential increase in on-street parking competition, need for improved public transport and cycling infrastructure","Implement resident parking schemes, increase investment in public transport and cycling infrastructure, ensure developments without parking are truly accessible to high-frequency public transport",0.16590909090909092,"['climate resilience', 'traffic congestion', 'sustainable transport', 'parking availability', 'public transport and cycling infrastructure investment']"
Robert,26,Bondi Beach,HR manager,Greens,5,0,4,4,"Street parking pressure, potential for increased traffic, need for improved public transport and cycling infrastructure","Implement residential parking permits, increase investment in public transport and cycling infrastructure, ensure developments include amenities for sustainable living (e.g., bike storage, green spaces)",0.06553030303030304,"['sustainable urban planning', 'affordability of living', 'reducing parking requirements', 'encouraging alternative transport', 'managing street parking availability']"
William,31,North Bondi,Artist,Teal Independent,4,0,3,4,"Developer accountability, Increased traffic congestion, Adequate public transport capacity","Mandate developer contributions to public amenities, Enhance public transport services, Implement strict guidelines for green space or affordable housing provisions in lieu of parking spaces",0.164057239057239,"['urban development priorities', 'environmental sustainability', 'public transport reliance', 'affordable housing', 'community benefits enforcement']"
Sarah,22,North Bondi,Designer,Socialist Alliance,4,0,3,4,"potential increase in demand for on-street parking, insufficient public transport adjustments, risk of traffic congestion","enhance public transport services and infrastructure, introduce car share schemes within developments, implement resident parking permits",0.15237373737373738,"['housing affordability', 'youth housing', 'public transport availability', 'reduction in parking facilities', 'diverse housing options']"
Scott,36,Bronte,Accountant,Teal Independent,4,0,3,3,"increased traffic congestion, parking overflow into residential areas, insufficient public transport capacity, lack of cycling infrastructure","improve public transport services, expand cycling lanes and bike parking, implement residential parking zones, ensure developments include green spaces",0.1744107744107744,"['sustainable living', 'affordable housing', 'public transport and cycling infrastructure', 'reducing urban density', 'traffic congestion and parking issues']"
Amy,50,North Bondi,Public servant,Socialist Alliance,3,0,2,3,"Increased demand on public transport, potential rise in noise pollution, risk of community displacement","Improve public transport infrastructure and frequency, introduce strict noise control measures, earmark a percentage of new developments for affordable youth housing",0.12626262626262624,"['urban density', 'climate resilience', 'sustainable transport', 'noise control', 'youth housing support']"
Austin,32,Bondi Junction,Tradie,Labor,3,0,2,3,"reduced parking for residents/workers, potential increase in street parking competition, impact on local businesses","designate some parking for residents/workers, improve public transport links, introduce car share schemes",0.24805194805194805,"['housing availability', 'parking solutions', 'street safety', ""local workers' needs"", 'balance in urban planning']"
Douglas,45,Randwick,Tradie,Labor,3,0,2,3,"Increased street parking demand, strain on public transport, potential for overcrowding","Enhancements to public transport infrastructure, designated off-street parking areas for residents, incentives for developers to include green spaces or community facilities",-0.023611111111111114,"['housing shortage solutions', 'concerns about local transport and parking', 'need for improved public transport and parking solutions', 'balancing development and community needs']"
Adam,22,Queens Park,Hospitality worker,Greens,4,0,3,4,"potential increase in on-street parking competition, lack of transport infrastructure investment, risk of displacing lower-income residents","increase investment in public transport and cycleways, implement residential parking permits to manage on-street parking, ensure developments include affordable housing units",0.24848484848484848,"['housing crisis solutions', 'environmental sustainability', 'reduced car dependency', 'public transport enhancement', 'local infrastructure improvement']"
Jennifer,86,North Bondi,Retail assistant,Centre,3,0,2,3,"Increased traffic congestion, inadequate public transport, parking difficulties for existing residents, safety of pedestrians and cyclists","Enhance public transport services, introduce car share schemes, invest in cycleways, enforce parking management strategies, improve pedestrian infrastructure",0.26012396694214873,"['housing development policies', 'public transport concerns', 'traffic congestion', 'parking challenges', 'infrastructure improvements']"
Kimberly,49,Queens Park,Consultant,Socialist Alliance,4,0,3,4,"Developer accountability, Increase in traffic congestion, Potential lack of parking for existing residents, Need for improved public transport and cycle paths","Mandate developer contributions to public and active transport infrastructure, Implement strict guidelines to ensure developments are genuinely sustainable and community-focused, Increase green spaces, Ensure adequate parking solutions for current residents, Enhance community consultation processes",0.10363636363636364,"['developer accountability', 'expansion of cycleways', 'resilience to climate change', 'sustainable urban living', 'enhancing public transportation']"
Anne,31,Bronte,Public servant,Liberal,4,0,2,3,"Increased street parking congestion, strain on public transport, potential for developer exploitation","Enhanced public transport services, designated ride-share pickup points, investment in scooter and bike infrastructure, mandatory green spaces in new developments",0.17376033057851237,"['affordable housing solutions', 'impact on public transport and street congestion', 'minimum parking requirements', 'local traffic concerns', 'evidence-based policy evaluation']"
William,22,Bondi Beach,Consultant,Centre,4,0,3,4,"Increased traffic congestion, Insufficient public transport capacity, Reduced parking for existing residents","Expand public transport services, Increase bike lanes and pedestrian areas, Implement resident parking schemes",0.14876033057851243,"['housing affordability', 'alternative transport infrastructure', 'removal of parking requirements', 'Bondi lifestyle', 'public transport and cycling popularity']"
Jared,84,Dover Heights,Nurse,Centre,3,0,3,2,"Street safety, congestion, impact on heritage areas","Increase public transport options, enforce strict street parking regulations, invest in pedestrian infrastructure, ensure any development respects the character of the local heritage",0.19863636363636364,"['housing development', 'public transport and walking encouragement', 'street safety concerns', 'parking congestion worries', 'infrastructure investment needs']"
Ann,62,Randwick,HR manager,Socialist Alliance,4,0,3,3,"Increased street parking pressure, Adequacy of public transport, Potential for increased scooter and bike traffic without sufficient infrastructure","Enhanced public transport services, Expansion of cycling and scooter pathways, Implementation of residential parking zones",0.18113636363636362,"['urban density and climate resilience', 'reducing reliance on personal vehicles', 'sustainable urban living', 'parking pressure on surrounding streets', 'improving public transport and cycling infrastructure']"
Christopher,73,Waverley,Artist,Greens,3,0,2,3,"increased traffic congestion, lack of parking for existing residents, potential for developer exploitation","mandatory green spaces or community amenities in place of parking, investment in public transport and cycleways, strict developer accountability measures",0.08888888888888889,"['housing needs vs. infrastructure strain', 'reducing car dependency', 'community amenities and green spaces', 'public transport and cycleway improvements']"
Timothy,34,Tamarama,Public servant,Centre,4,0,3,4,"Increased street parking congestion, potential strain on public transport, ensuring access to alternative transport options","Expand public transport services, improve cycling infrastructure, implement resident parking schemes",0.15963636363636363,"['balance between development and community needs', 'reduced car ownership trends', 'prioritizing living space over parking', 'concerns about street parking congestion', 'enhancements to public transport and cycling infrastructure']"
Mary,59,North Bondi,Consultant,Greens,4,0,3,4,"Street safety, Public transport capacity, Heritage protection","Increase public transport services, Enhance pedestrian and cycling infrastructure, Implement strict guidelines to protect heritage sites",0.23333333333333334,"['heritage protection and climate resilience', 'sustainable transport', 'community vibrancy', 'street safety', 'public transport enhancement']"
Jacob,41,Randwick,Nurse,Socialist Alliance,4,0,3,3,"Increase in parking demand on surrounding streets, potential strain on public transport and bike paths, ensuring affordability is passed on to residents, risk of developer profiteering","Mandate a percentage of affordable housing units in new developments, increase investment in public transport and cycling infrastructure, implement community oversight on development projects, enforce green building standards",0.1431938431938432,"['sustainability of urban environments', 'equitable community development', 'affordable housing', 'public and active transport', 'infrastructure support for increased public transport and biking']"
Jennifer,43,North Bondi,Tradie,Teal Independent,2,0,2,2,"increased parking scarcity, potential for increased traffic, risk of developer profit over community benefit, lack of infrastructure to support increased density","mandatory affordable housing quotas in new developments, improved public transport services, investment in bike lanes and pedestrian pathways, enforceable measures against developers to ensure community benefit",0.16666666666666666,"['housing crisis', 'traffic congestion', 'parking concerns', 'affordable housing', 'developer profits']"
Brianna,23,Queens Park,Student,Centre,4,0,3,4,"increased demand on public transport, insufficient parking for existing residents, potential for overcrowding","enhance public transport services, introduce resident parking schemes, invest in cycle infrastructure",0.23059523809523813,"['reducing reliance on cars', 'improving public transport', 'reallocating space for housing or green areas', 'concerns about overcrowded public transport', 'alternative parking solutions']"
Brian,79,North Bondi,Teacher,Greens,3,0,2,3,"Increased street parking pressure, Traffic congestion, Accessibility for elderly residents","Enhance public transport services, Introduce car share schemes, Implement strict traffic management plans",0.026420454545454546,"['sustainable living', 'public transport prioritization', 'concerns about increased traffic', 'Greens political leaning', 'improvements to public transport accessibility']"
Scott,43,Bondi Beach,Consultant,Socialist Alliance,4,0,3,4,"Increased traffic congestion, Parking availability for existing residents, Potential neglect of public transport improvements","Increased investment in public transport and cycleways, Implementing resident parking schemes, Ensuring a portion of new developments are affordable housing",0.2863636363636363,"['sustainable urban planning', 'reducing parking requirements', 'improving public transport', 'affordable housing', 'community benefits']"
Charles,68,Bronte,Nurse,Liberal,2,0,2,2,"Increased traffic congestion, insufficient parking for current residents, impact on street safety, potential for increased rent pressure","Enhanced public transport services, investment in bike lanes and pedestrian paths, designated off-street parking for residents, incentives for developers to include affordable housing options",0.13888888888888887,"['housing development', 'public transport reliance', 'parking concerns', 'traffic management', 'alternative parking solutions']"
Renee,50,Bondi Beach,Consultant,Socialist Alliance,2,0,2,2,"Increased traffic congestion, Street safety, Risk of eroding local heritage and community feel, Insufficient public transport to compensate","Mandate a certain percentage of affordable housing in new developments, Invest in improving public transport accessibility and frequency, Implement strict guidelines to protect local heritage and community character, Introduce community consultation processes for each major development project",0.12727272727272726,"['heritage protection', 'traffic congestion', 'housing affordability', 'public transport improvement', 'community character preservation']"
John,53,North Bondi,Delivery driver,Socialist Alliance,3,0,2,2,"parking congestion, public transport inadequacy, access to public spaces","enhance public transport services, increase public space, implement residential parking permits",0.084375,"['affordable housing', 'parking congestion', 'public transport improvement', 'community infrastructure', 'delivery driver perspective']"
Tony,89,Bondi Junction,Consultant,Greens,4,0,3,3,"Reduced parking leading to increased street parking congestion, potential neglect of public transport and cycling infrastructure improvements, safety for pedestrians and non-car users","Guarantee investments in public transport enhancements, expand and secure cycleways, implement strict developer accountability measures to ensure contributions towards community infrastructure, introduce car share schemes to offset parking reductions",0.24805194805194802,"['housing crisis solutions', 'reduction in parking requirements', 'enhancement of public transport and cycleways', 'community mobility and safety', 'Bondi Junction development']"
Amanda,74,Tamarama,Designer,Centre,2,0,2,2,"Increased street parking demand, Overburdened public transport, Reduced accessibility","Improve public transport services, Implement residential parking schemes, Increase pedestrian and cycling infrastructure",0.09567099567099568,"['housing development policies', 'traffic and parking concerns', 'public transport and pedestrian infrastructure', 'quality of life for residents', ""Waverley Council's proposal""]"
Rebecca,24,Dover Heights,Engineer,Socialist Alliance,4,0,3,4,"Public transport accessibility, Developer's contribution to community infrastructure, Risk of increased street parking congestion","Enhance public transport services and infrastructure, Mandatory developer contributions to community and green spaces, Implement residential parking permits",0.045454545454545456,"['climate resilience', 'urban density', 'reducing car reliance', 'public transport improvement', 'developer accountability']"
Brenda,66,Bondi Junction,Hospitality worker,Socialist Alliance,4,0,3,3,"Increased traffic congestion, Insufficient public transport improvements, Potential loss of heritage due to new developments","Expand and improve cycleways, Increase investment in public transport, Implement strict heritage protection measures in new developments",0.08892045454545452,"['community sustainability', 'housing affordability', 'alternative transport options', 'traffic congestion management', 'policy impact on accessibility']"
Gabriel,47,Bondi Junction,Delivery driver,Labor,4,0,3,4,"Overcrowding, Insufficient public transport upgrades, Loss of public space","Increase bus service frequency, Invest in cycleways, Mandate green spaces in new developments",0.15254820936639119,"['public transport reliance', 'alleviating rent pressure', 'green space prioritization', 'infrastructure improvements', 'concerns about overcrowding']"
David,72,Bronte,Consultant,Teal Independent,4,0,3,4,"Strain on public transport, Lack of infrastructure for cycling and walking, Potential for increased street parking congestion","Enhance public transport services, Invest in cycling and walking infrastructure, Implement residential parking permits",0.10696022727272726,"['urban density', 'sustainable transport options', 'strain on local public transport', 'infrastructure for cycling and walking', 'enhancement of public transport and active travel infrastructure']"
Patrick,84,Bondi Junction,Designer,Socialist Alliance,4,0,3,4,"Reduced parking availability for existing residents, potential increase in on-street parking demand, need for improved public transport and cycling paths","Increase investment in public transport and cycling infrastructure, implement residential parking permits to manage on-street parking demand, ensure developments are truly suited to the needs of residents without cars",0.06052188552188552,"['future of youth', 'sustainability of community', 'lower housing costs', 'public transport use', 'environmental sustainability and social equity']"
Abigail,46,Dover Heights,Retail assistant,Greens,4,0,3,3,"Increased street parking congestion, potential strain on public transport, displacement of current residents","Increase public transport options and frequency, implement residential parking zones, monitor and regulate short-term rentals to prevent them from exacerbating housing shortages",0.07863636363636364,"['housing affordability', 'urban density', 'public transport expansion', 'parking requirement policies', 'street parking congestion']"
Zachary,47,Waverley,Accountant,Socialist Alliance,4,0,3,3,"Increased street parking competition, reliance on public transport without corresponding improvements, potential exclusion of residents needing vehicle access","Improve public transport services and accessibility, mandate car share spaces in new developments, increase investment in community and green spaces within developments",0.06944444444444445,"['urban density and housing affordability', 'reduction in parking spaces', 'enhancement of public transport', 'impact on residents reliant on cars', 'increase in public spaces']"
Jose,54,Tamarama,Consultant,Socialist Alliance,5,0,3,4,"Public transport congestion, insufficient cycleways, loss of public space","Increase investment in public transport and cycleway infrastructure, ensure developments contribute to public amenity, implement car share schemes",0.05833333333333334,"['sustainable urban development', 'efficient use of space', 'reducing reliance on personal vehicles', 'impact on public spaces and transport', 'promoting active and community-oriented lifestyle']"
Jacob,57,Randwick,Consultant,Liberal,2,0,2,2,"Increased street parking pressure, reduced property values, potential for increased traffic congestion","Enhanced public transport services, developer incentives to contribute to community infrastructure, mandatory affordable housing quotas in new developments",0.2457070707070707,"['housing affordability', 'traffic congestion', 'public transport improvement', 'property values', 'parking policy changes']"
Deanna,57,Bondi Beach,Student,Liberal,3,0,2,2,"Increased street parking congestion, strain on public transport, loss of public spaces, insufficient infrastructure for climate resilience","Mandatory green space/public space contributions from developers, investment in public transport and pedestrian infrastructure, enforceable sustainability requirements for new developments",0.11250000000000002,"['sustainable transport options', 'housing shortage concerns', 'climate resilience', 'overcrowding and infrastructure', 'enhancement of public transport and green spaces']"
Justin,43,North Bondi,Designer,Labor,3,0,2,3,"Increased traffic congestion, Insufficient public transport options, Limited cycleway connectivity, Impact on existing parking availability","Enhance public transport services and frequency, Expand and improve cycleway networks, Implement resident parking schemes, Increase investment in pedestrian infrastructure",0.25142045454545453,"['affordable housing', 'sustainable transport options', 'public transport and cycling infrastructure improvements', 'urban environment enhancement', 'congestion and transport issues']"
Micheal,29,North Bondi,Engineer,Liberal,3,0,2,3,"Increased parking pressure on existing spaces, potential over-reliance on public transport without corresponding improvements, risk of developers prioritizing profit over community needs","Mandatory investment in local transport infrastructure by developers, designated resident parking zones, incentives for developments that include green spaces or community facilities",0.22708333333333333,"['transportation concerns', 'housing affordability', 'public transport and cycling infrastructure', 'developer profits vs. public benefit', 'policy support conditions']"
Charles,29,Randwick,HR manager,Labor,4,0,3,3,"Increased traffic congestion, insufficient public transport options, potential for parking issues in surrounding neighborhoods","Enhance public transport services and infrastructure, implement car share schemes, ensure adequate bike parking and pedestrian-friendly amenities, monitor and manage the impact on surrounding areas to mitigate parking spillover",0.16792929292929293,"['housing affordability', 'sustainable urban development', 'public transport improvements', 'rent pressure and youth housing', 'minimum parking requirements removal']"
James,56,Dover Heights,Student,Greens,4,0,3,4,"Inadequate public transport options, potential increase in street parking competition, accessibility for people with disabilities","Improve public transport frequency and coverage, introduce car share schemes, ensure provisions for disability access, implement community green spaces",0.05625,"['urban density', 'alleviation of rent pressure', 'environmental values', 'public transport use', 'enhancing public transport services and infrastructure']"
Billy,30,Bondi Junction,Consultant,Greens,4,0,3,4,"Increased traffic congestion, Potential strain on public transport, Reduction in accessibility for residents with cars","Enhance public transport services and frequency, Implement car share schemes within developments, Invest in cycling infrastructure and pedestrian areas",0.20470779220779223,"['sustainability and accessibility in Bondi', 'reduction of minimum parking requirements', 'prioritizing living spaces over car spaces', 'reliance on public transport and bikes', 'potential impact on traffic and public transport congestion']"
Bruce,79,Randwick,HR manager,Teal Independent,4,0,3,4,"Decreased parking for existing residents, potential strain on public transport, accessibility for those with mobility issues","Increase frequency of bus services, invest in bike lanes, mandate car share spaces in new developments, ensure developments contribute to a community transport fund",0.03787878787878787,"['urban density', 'climate resilience', 'reducing reliance on private vehicles', 'enhancing public and active transport', 'improving bus services and pedestrian infrastructure']"
Sean,32,Randwick,Public servant,Centre,4,0,3,3,"Increased street parking demand, potential for developer profit over community benefit, traffic congestion","Mandatory affordable housing quotas for developers utilizing the policy, investment in local public transport and cycleways, clear strategies for managing increased demand for street parking",0.21694214876033058,"['housing affordability', 'reduction of minimum parking requirements', 'reliance on walking/public transport', 'ensuring developer compliance for community benefit', 'traffic and parking management plans']"
Leah,21,Queens Park,HR manager,Greens,4,0,3,4,"Increased traffic congestion, insufficient public transport capacity, parking overflow into residential areas","Improve public transport services and infrastructure, introduce more bike lanes, ensure adequate provision of car-sharing facilities",0.14615384615384616,"['sustainable living', 'reduction of car ownership', 'improvement of public spaces', 'concerns about traffic and public transport congestion', 'support for cycleways']"
Susan,71,Waverley,Nurse,Centre,2,0,2,2,"increased parking congestion, traffic congestion, impact on existing residents, adequacy of public transport infrastructure","enforceable measures to protect existing parking, significant investment in public transport and infrastructure, specific provisions for car share schemes, clear guidelines for developers on accommodating residents' transport needs",0.10472027972027972,"['housing needs vs. parking availability', 'traffic congestion concerns', 'reliance on personal vehicles', 'public transport improvements', 'policy impact on residents']"
Sara,85,North Bondi,Teacher,Greens,3,0,2,3,"reduced mobility for older residents, potential for overcrowding, strain on public transport, need for improved cycleways","guarantee enhancements to public transport, invest in cycleway infrastructure, conduct a thorough impact assessment on community services, introduce phased implementation to monitor effects",0.02857142857142857,"['urban density concerns', 'reliance on cars', 'community needs', 'public transport enhancement', 'cycleway infrastructure improvement']"
Eric,22,Dover Heights,Public servant,Centre,4,0,3,3,"Increased street parking congestion, Adequacy of public transport and cycling infrastructure, Potential pressure on existing community resources","Expand and improve public transport options, Invest in cycleway infrastructure, Implement community engagement programs to assess and address specific local needs, Ensure new developments include green spaces and are designed with climate resilience in mind",0.14696969696969697,"['climate resilience', 'sustainable urban environments', 'reducing parking requirements', 'enhancing alternative transport infrastructure', 'preventing increased street parking congestion']"
Nathan,36,Randwick,Artist,Liberal,3,0,3,2,"Developer accountability, Heritage protection, Increased traffic congestion, Lack of parking for current residents","Mandatory developer contributions to local infrastructure, Inclusion of affordable housing units, Requirements for green spaces, Enhanced public transport services, Measures to protect local heritage",0.27239669421487606,"['sustainable transport options', 'impact on local heritage', 'trust in government decisions', 'affordable housing', ""respect for area's character and heritage""]"
John,27,North Bondi,HR manager,Liberal,3,0,2,3,"Increased street parking demand, potential for traffic congestion, risk to street safety, lack of infrastructure to support a car-less lifestyle","Enhanced public transport services, investment in cycling infrastructure, implementation of car share schemes, strict regulations on developments to include green spaces or community facilities",0.2516666666666667,"['sustainable transport', 'housing affordability', 'traffic congestion', 'community impact', 'public transport investment']"
Rachel,87,Waverley,Accountant,Centre,3,0,2,3,"Street safety, Decrease in public space, Developer accountability, Increased traffic congestion","Implement strict guidelines for developers on providing community benefits, Increase investment in public transport and pedestrian infrastructure, Enforce developer contributions to community facilities",0.17363636363636364,"['affordable housing options', 'reduction of unused car spaces', 'street safety concerns', 'availability of public space', 'developer accountability']"
